,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_772,94.97,90.46,34.68,27.56,17.33,10.89,87.08,164.5,40.11,66.34,15.39,23.32,396.89,41.17,5.14,8.26,5
Spring_773,118.3,86.94,42.24,20.9,19.87,17.57,96.89,140.72,52.87,72.45,19.61,13.49,273.43,58.04,7.31,7.36,4
Spring_774,83.45,90.85,40.67,28.35,12.5,17.71,110.42,156.77,73.35,57.36,15.57,18.11,145.67,51.91,19.03,8.69,4
Spring_775,105.34,82.69,37.62,25.61,10.99,14.09,107.75,186.85,62.78,63.98,17.39,12.98,331.51,4.67,4.88,8.96,2
Spring_776,124.59,99.02,54.23,29.18,17.25,18.82,92.71,175.01,64.98,68.95,12.36,11.08,265.79,17.42,11.32,7.29,2
Spring_777,120.0,78.01,46.31,20.83,14.32,10.17,120.7,153.98,76.37,67.49,14.53,11.3,194.02,63.18,18.79,5.61,1
Spring_778,88.98,87.06,38.56,28.78,10.37,18.0,120.43,183.95,66.21,59.0,15.42,22.35,260.51,7.98,18.94,5.49,5
Spring_779,110.52,77.74,62.68,22.37,17.63,17.59,80.3,185.4,63.31,51.88,18.98,23.93,134.39,14.15,12.86,6.04,1
Spring_780,103.27,76.13,52.43,22.8,14.83,11.96,84.82,163.15,70.61,78.9,13.64,17.94,111.2,30.69,19.12,7.8,3
Spring_781,121.98,77.79,60.8,21.37,15.89,19.77,118.27,194.85,77.12,67.18,10.17,13.15,218.62,65.29,18.72,8.31,4
Spring_782,81.27,89.28,35.47,23.54,17.74,15.02,75.87,146.36,72.88,54.43,18.2,13.78,200.47,71.11,2.96,6.5,3
Spring_783,121.19,87.33,37.77,22.22,18.99,14.95,98.55,140.94,55.28,63.33,11.82,16.37,254.01,41.24,7.38,6.12,5
Spring_784,107.05,86.65,25.49,24.76,19.79,15.47,90.27,145.07,57.97,76.43,16.41,16.38,171.97,33.43,11.97,5.28,5
Spring_785,97.52,97.72,61.01,25.53,12.57,18.05,85.55,136.79,68.58,60.14,11.53,23.34,313.06,6.16,12.5,5.29,5
Spring_786,77.59,77.87,44.6,21.9,16.29,13.78,84.8,136.84,75.82,53.25,18.13,16.75,280.47,20.48,13.06,7.45,2
Spring_787,111.61,91.69,36.61,29.59,16.36,17.35,80.01,143.33,67.93,66.91,17.59,20.72,491.99,58.67,6.16,5.35,5
Spring_788,117.51,76.31,41.73,24.65,15.24,13.64,96.95,165.8,60.48,52.4,10.55,15.46,317.23,23.81,18.4,6.12,4
Spring_789,81.24,79.23,38.38,26.53,19.67,10.85,94.67,180.71,65.33,66.11,15.17,19.37,497.81,65.84,8.67,6.49,1
Spring_790,124.85,82.27,55.23,22.88,10.02,14.81,100.35,166.68,56.57,73.08,10.11,13.97,360.02,4.18,4.63,8.81,2
Spring_791,82.61,77.64,64.27,20.26,11.2,11.51,91.85,130.82,76.51,61.8,16.0,23.24,276.93,21.98,7.24,8.02,4
Spring_792,83.39,90.01,56.27,24.03,13.06,14.06,102.34,140.21,62.01,71.19,10.51,8.16,423.73,0.84,11.12,6.65,5
Spring_793,107.39,71.59,42.93,23.09,14.6,15.03,80.05,151.13,78.71,66.23,11.59,14.87,146.58,55.0,14.44,8.41,1
Spring_794,99.81,82.46,39.56,20.06,14.98,13.81,82.09,143.07,77.51,78.51,13.5,9.75,321.57,25.54,4.42,6.21,2
Spring_795,91.34,74.35,36.08,23.66,19.18,14.86,75.36,176.73,57.08,60.78,16.06,23.55,214.09,9.39,15.96,8.24,5
Spring_796,92.98,93.49,46.43,26.16,17.12,16.44,79.91,136.54,73.72,56.97,11.35,19.71,470.44,20.7,9.52,7.19,2
Spring_797,120.79,84.75,30.35,25.29,12.16,16.9,114.07,186.81,73.54,64.88,12.99,23.37,299.4,65.32,17.53,5.95,1
Spring_798,83.43,80.1,67.37,26.02,11.0,10.12,100.89,185.74,43.03,65.62,16.93,9.69,316.74,29.33,4.32,7.54,2
Spring_799,83.8,81.69,50.23,22.24,17.1,18.01,97.19,125.96,67.76,59.25,12.96,10.15,358.66,74.12,4.19,6.15,4
Spring_800,82.88,90.14,38.7,24.36,13.72,13.76,111.91,138.19,57.09,68.61,12.46,19.3,204.68,68.79,3.92,8.17,5
Spring_801,92.62,83.8,33.5,29.17,17.8,17.89,104.1,195.84,72.87,75.28,15.57,18.54,420.31,53.0,14.76,8.43,2
Spring_802,96.03,79.87,46.46,27.16,19.54,19.61,123.69,147.97,70.7,79.74,10.12,22.45,401.65,51.19,3.3,8.64,2
Spring_803,81.2,71.34,62.41,23.83,10.43,15.14,115.84,161.84,68.96,68.26,19.19,22.69,108.74,20.14,2.98,5.21,3
Spring_804,88.69,71.6,58.87,28.68,12.68,15.43,110.19,135.62,42.97,63.1,19.48,13.72,433.15,1.65,15.52,8.96,3
Spring_805,97.12,93.43,67.73,28.3,19.25,16.35,78.81,159.56,72.72,64.76,14.59,16.99,356.64,39.23,17.8,5.99,1
Spring_806,84.66,88.9,69.63,22.42,15.92,11.86,101.49,134.84,61.54,51.03,11.48,23.52,274.1,70.88,18.5,5.66,2
Spring_807,98.17,98.25,55.62,29.7,12.12,15.68,84.87,179.93,72.62,69.1,10.32,16.68,485.61,11.01,12.45,7.47,3
Spring_808,116.85,91.51,52.97,28.95,10.55,11.0,113.07,166.29,61.66,63.06,11.07,16.04,309.72,67.05,7.82,6.82,4
Spring_809,118.66,73.99,39.58,28.16,17.66,14.53,81.95,134.27,65.38,68.46,17.15,23.37,432.67,30.09,11.5,6.78,1
Spring_810,106.58,72.92,43.59,21.72,18.28,19.91,84.48,182.72,49.39,69.31,12.85,22.48,195.22,50.88,10.99,6.54,2
Spring_811,84.14,95.93,67.9,26.7,11.62,13.02,107.97,167.45,71.3,73.53,14.8,12.58,307.57,74.88,3.03,7.68,1
Spring_812,102.14,74.3,26.0,29.2,18.33,16.0,121.95,152.38,55.52,78.12,12.76,13.4,396.19,50.51,11.08,7.32,3
Spring_813,98.81,92.4,65.97,20.74,15.8,16.29,111.2,157.22,75.03,78.47,17.48,21.32,339.57,68.51,12.87,6.35,5
Spring_814,104.93,99.09,48.17,20.15,17.7,15.16,95.07,180.23,56.38,65.06,19.89,18.2,277.21,21.41,12.27,7.22,2
Spring_815,94.53,85.69,31.01,29.84,13.66,18.97,92.63,150.23,67.23,79.16,12.21,10.01,369.15,69.42,10.05,6.35,1
Spring_816,81.73,82.79,64.39,22.6,16.9,12.7,119.66,165.36,63.19,52.94,19.64,13.23,169.86,71.92,12.19,8.79,3
Spring_817,105.54,95.32,53.89,27.42,10.46,12.21,86.67,162.48,72.76,55.34,13.71,22.34,183.65,56.13,10.51,6.88,2
Spring_818,108.66,93.24,60.26,20.36,12.42,14.86,85.97,179.45,43.17,53.47,10.51,15.02,463.81,70.06,2.63,8.08,3
Spring_819,120.24,79.86,28.64,25.24,12.18,13.77,123.07,125.58,46.4,62.66,12.75,11.25,136.52,0.27,11.1,6.58,1
Spring_820,117.3,76.35,35.84,20.83,18.84,19.98,119.19,127.58,57.43,55.11,16.11,8.32,262.45,65.6,7.21,5.44,3
Spring_821,80.22,76.39,48.51,22.44,11.44,11.59,78.7,183.89,60.51,57.78,18.65,15.02,392.54,16.78,11.41,5.81,3
Spring_822,88.76,89.71,66.78,27.97,10.48,13.81,124.37,159.71,74.31,67.69,10.05,23.55,458.36,70.85,4.4,5.63,1
Spring_823,81.36,79.04,64.43,25.19,11.19,12.81,99.26,188.51,68.14,65.16,11.01,19.2,236.79,25.45,16.89,6.61,3
Spring_824,91.33,70.59,65.78,28.51,14.84,14.94,117.6,133.15,71.5,74.2,16.13,21.02,320.53,21.35,13.76,7.58,5
Spring_825,80.7,76.1,33.99,25.28,18.99,10.92,102.94,132.02,41.94,79.11,11.54,12.61,156.15,45.4,2.47,5.5,3
Spring_826,88.58,88.48,40.91,25.94,15.77,10.12,123.39,144.17,74.77,57.16,19.32,9.51,137.62,13.89,4.82,8.96,1
Spring_827,104.66,81.37,69.65,26.38,13.0,11.17,123.63,176.72,44.79,74.64,15.37,22.5,118.66,47.66,11.78,8.91,4
Spring_828,103.19,71.08,46.46,20.84,14.3,12.49,94.08,179.83,52.02,77.25,13.44,20.54,204.47,60.5,4.88,8.02,1
Spring_829,98.49,96.88,36.92,22.13,11.92,14.83,123.4,199.08,56.56,50.63,12.83,20.16,152.41,47.9,13.43,5.0,3
Spring_830,113.05,87.31,51.14,27.04,11.66,18.81,105.64,194.32,57.96,55.46,17.87,11.92,220.48,23.2,9.64,8.29,4
Spring_831,109.25,86.65,64.78,26.38,19.45,13.23,115.68,130.8,58.01,62.41,18.68,19.15,348.98,47.41,14.35,7.71,1
Spring_832,111.89,92.28,29.58,27.31,14.63,18.74,104.01,165.43,72.62,61.33,15.78,10.05,240.45,37.61,14.79,6.04,4
Spring_833,110.64,95.28,54.85,22.73,15.64,15.66,78.18,180.22,55.53,54.78,15.75,11.2,180.94,6.92,4.59,7.82,3
Spring_834,123.43,78.57,25.64,22.48,13.23,18.18,115.41,150.98,55.23,58.21,11.62,14.02,377.48,5.31,5.87,6.64,3
Spring_835,93.82,85.13,35.72,24.41,18.06,19.65,122.03,186.85,52.88,60.31,11.94,22.07,274.21,34.66,19.75,8.45,2
Spring_836,116.61,80.49,30.46,26.39,15.88,19.94,79.13,165.83,73.77,56.3,13.44,17.4,231.83,0.01,18.67,5.17,1
Spring_837,80.26,77.48,65.84,24.98,17.59,13.07,115.23,191.84,45.33,73.73,10.09,8.17,488.9,48.12,3.56,8.66,5
Spring_838,99.98,70.46,40.04,27.48,16.34,14.74,113.18,148.78,63.62,57.23,11.65,19.73,347.03,13.03,19.2,5.52,2
Spring_839,112.32,99.19,52.18,24.21,18.94,11.67,113.48,170.74,70.99,78.24,18.18,13.32,348.45,29.8,9.95,7.65,3
Spring_840,87.84,96.69,35.38,24.99,14.77,10.16,117.77,137.73,51.48,62.15,15.21,21.77,142.35,66.24,5.3,5.62,3
Spring_841,115.9,90.41,28.93,26.06,12.75,15.96,114.7,195.97,70.01,69.46,17.89,21.44,452.61,39.05,16.46,7.65,3
Spring_842,75.34,81.88,66.86,25.35,18.11,18.62,82.77,192.94,58.3,77.72,16.25,15.44,301.87,34.06,16.11,5.92,4
Spring_843,117.4,84.14,66.56,24.91,18.4,18.9,76.07,148.91,62.2,62.11,14.52,17.32,238.56,20.21,9.69,8.71,5
Spring_844,77.58,78.42,49.93,20.95,16.23,10.82,94.12,168.43,56.14,64.55,18.21,13.64,340.44,53.68,10.73,8.71,3
Spring_845,95.64,81.9,46.48,23.16,12.28,19.69,98.47,178.45,46.96,67.25,13.0,20.6,347.96,55.6,7.76,6.4,3
Spring_846,80.47,80.94,65.12,27.88,19.54,15.15,124.49,155.25,51.55,78.74,15.38,22.38,396.94,17.05,19.72,6.77,2
Spring_847,80.26,85.43,45.9,25.49,17.17,15.99,91.83,154.12,51.72,77.53,11.19,16.84,218.39,73.77,3.43,8.55,5
Spring_848,87.37,95.17,25.76,27.44,17.6,11.06,105.71,133.14,74.86,79.1,15.47,23.16,235.69,33.29,3.87,7.16,3
Spring_849,75.11,72.21,59.87,20.68,16.43,16.16,79.7,189.65,42.81,65.98,18.56,16.54,136.93,74.52,19.59,5.2,4
Spring_850,83.88,77.08,28.94,26.49,15.03,15.02,116.31,129.06,48.44,69.11,17.1,12.74,367.55,16.06,2.93,6.37,5
Spring_851,102.7,91.83,53.51,28.06,13.52,16.85,91.4,186.04,48.54,70.97,18.65,19.51,268.56,4.65,12.41,7.95,3
Spring_852,113.01,96.94,34.18,26.5,10.05,14.91,80.45,138.75,40.9,50.67,16.54,10.84,324.75,30.62,19.6,7.44,4
Spring_853,85.05,78.43,47.94,28.92,10.92,11.27,80.28,192.63,45.94,62.83,16.2,23.21,144.29,26.88,7.74,6.12,2
Spring_854,80.27,73.07,25.67,28.51,18.04,18.31,104.0,193.39,65.59,77.48,19.72,12.16,436.86,29.55,11.39,6.84,1
Spring_855,124.57,71.43,63.56,20.77,13.57,16.26,98.02,197.67,78.92,58.11,17.34,20.06,168.6,7.67,11.03,6.48,4
Spring_856,120.34,77.4,40.33,27.91,14.18,15.58,81.54,132.91,54.52,79.53,15.23,19.65,211.5,32.53,6.63,6.36,4
Spring_857,92.58,88.91,57.02,23.77,13.28,17.89,75.13,154.81,46.54,52.97,12.98,9.68,155.04,2.55,17.6,6.13,4
Spring_858,92.22,84.19,29.71,27.78,12.79,11.52,94.21,126.96,54.61,61.93,11.49,22.07,386.29,23.67,11.55,5.84,2
Spring_859,95.67,99.42,40.93,25.99,19.21,14.51,84.52,191.59,75.43,78.6,16.64,23.05,395.12,29.87,17.53,6.1,3
Spring_860,112.58,91.03,65.24,24.03,14.53,14.21,110.5,192.11,74.11,57.79,13.95,21.41,151.52,74.49,18.73,6.46,5
Spring_861,116.57,85.22,54.62,20.03,12.71,14.63,100.71,188.24,58.36,78.02,18.88,10.89,210.96,54.14,17.59,7.78,3
Spring_862,106.36,97.25,26.85,25.76,17.68,15.81,83.35,196.2,53.08,59.81,15.04,20.03,159.19,64.3,15.5,6.69,4
Spring_863,91.26,84.94,52.37,24.85,12.47,13.56,79.33,189.42,61.81,78.33,13.94,14.99,409.91,1.36,16.22,8.99,2
Spring_864,77.63,88.27,39.96,23.33,17.31,16.24,92.55,194.01,44.27,61.21,12.92,22.9,274.2,18.93,7.28,5.13,4
Spring_865,122.83,78.01,25.21,27.97,19.67,15.17,118.53,170.82,77.11,51.7,16.39,22.83,386.91,50.09,15.3,5.37,1
Spring_866,83.14,96.95,45.83,23.16,15.34,17.62,114.69,163.48,58.32,57.64,15.62,19.52,407.03,48.06,14.98,8.77,3
Spring_867,118.17,86.83,47.56,25.82,18.05,12.72,101.62,179.77,45.53,53.5,14.21,12.83,431.84,21.9,6.1,7.0,2
Spring_868,108.66,85.83,57.35,27.05,19.81,16.83,124.26,178.2,62.5,79.35,12.44,9.29,123.1,70.84,12.32,5.3,4
Spring_869,112.14,70.38,54.01,28.03,17.19,13.37,111.92,191.71,72.23,52.91,18.6,20.2,281.21,66.91,3.96,7.16,2
Spring_870,121.4,75.21,27.08,24.57,16.32,19.17,91.35,175.8,45.15,71.16,13.67,9.66,447.99,15.96,6.52,6.63,5
Spring_871,105.97,89.85,51.89,27.32,15.64,18.72,112.94,127.68,51.97,75.65,12.05,21.32,116.09,20.19,18.78,7.24,2
Spring_872,96.83,80.48,25.48,25.12,17.32,12.06,81.34,152.15,79.86,70.12,17.44,21.77,399.11,67.41,14.89,5.59,5
Spring_873,93.33,95.74,57.48,20.36,16.52,19.52,92.25,184.66,66.55,55.08,16.97,23.76,376.72,44.71,16.87,5.03,2
Spring_874,115.39,82.29,47.15,24.63,11.8,17.82,99.01,163.63,56.04,71.42,15.52,12.17,171.76,64.69,3.21,8.89,2
Spring_875,82.49,84.46,36.17,22.85,16.81,10.31,110.36,169.25,77.99,73.47,19.05,22.52,256.51,1.75,18.32,7.06,5
Spring_876,81.87,97.42,42.01,23.39,17.16,10.51,105.19,169.32,47.69,67.48,15.76,10.99,376.15,21.75,6.28,6.91,5
Spring_877,103.04,83.12,63.08,27.52,13.76,15.55,91.34,167.71,53.25,74.62,18.9,13.79,388.99,69.26,12.86,8.31,3
Spring_878,90.68,77.51,60.58,21.94,12.95,19.44,100.9,130.4,71.56,72.43,14.53,12.46,374.11,34.23,6.11,6.12,1
Spring_879,90.88,80.48,42.22,20.27,13.86,14.29,116.55,140.62,73.64,69.38,14.52,10.97,327.49,38.75,6.25,5.2,1
Spring_880,103.97,76.88,64.89,28.12,15.21,19.06,78.14,146.28,54.25,65.39,12.93,15.17,107.53,18.12,2.92,6.13,2
Spring_881,120.26,88.04,54.81,21.61,18.98,12.97,118.05,186.28,46.0,69.3,15.82,13.1,387.04,70.7,3.86,6.05,1
Spring_882,124.38,73.63,49.42,22.21,14.4,13.96,121.89,172.06,45.54,51.38,12.52,23.58,468.68,47.72,12.18,7.6,3
Spring_883,85.5,89.34,44.32,20.24,11.0,11.3,81.62,163.9,78.54,62.85,10.52,18.26,370.86,32.39,18.45,7.0,3
Spring_884,88.74,92.91,41.67,24.48,18.09,19.02,90.12,151.75,53.19,70.17,13.75,10.41,113.12,22.93,5.3,6.82,4
Spring_885,83.99,93.88,36.32,27.27,17.09,15.84,113.25,149.47,57.46,63.52,14.57,20.15,138.75,2.56,15.35,7.32,2
Spring_886,99.34,86.6,34.46,29.71,18.08,13.99,114.83,191.35,76.82,77.04,15.25,19.6,190.64,23.58,19.05,6.86,4
Spring_887,108.54,74.76,59.0,29.73,15.32,18.46,77.9,129.67,50.39,66.26,17.24,9.59,386.89,18.72,10.26,5.04,3
Spring_888,81.72,70.18,68.32,25.91,16.69,12.63,89.77,134.76,42.67,71.7,18.15,9.82,356.72,71.08,4.56,6.38,3
Spring_889,98.31,95.38,28.89,26.17,11.61,13.87,77.2,183.41,51.46,55.72,10.48,9.16,379.8,9.95,8.47,7.35,2
Spring_890,90.97,82.22,38.31,29.81,14.42,10.19,92.85,138.59,51.98,61.0,15.99,12.36,497.07,73.67,8.97,7.51,1
Spring_891,114.43,73.87,33.72,24.68,17.49,18.32,106.71,134.25,77.96,76.29,17.49,14.06,249.82,19.08,9.31,6.06,5
Spring_892,84.39,96.06,61.38,22.93,14.16,18.16,83.73,129.94,76.3,72.9,14.58,9.75,294.26,54.98,2.64,6.94,5
Spring_893,102.1,97.09,32.01,24.66,13.14,12.99,117.3,189.68,70.88,76.82,18.97,17.2,349.33,71.97,16.93,5.09,1
Spring_894,121.43,70.66,51.59,20.03,16.52,15.58,119.47,150.99,44.94,76.16,17.05,19.22,292.12,72.54,4.47,5.86,4
Spring_895,82.67,90.45,48.71,23.47,12.67,16.66,85.78,150.87,58.32,50.77,18.85,20.3,450.86,65.52,12.82,5.56,5
Spring_896,120.21,86.03,32.91,24.18,12.76,14.87,124.39,145.33,59.27,76.35,13.86,18.04,360.36,73.93,16.58,7.15,5
Spring_897,89.2,91.78,53.82,28.63,18.86,13.75,123.54,184.71,51.98,77.89,17.33,15.18,162.49,45.64,19.41,6.51,2
Spring_898,98.02,73.24,44.35,22.86,17.2,17.83,104.93,142.55,57.71,73.18,14.22,13.13,261.35,17.35,16.39,8.14,1
Spring_899,122.88,91.83,27.64,21.71,10.56,16.47,97.79,139.19,43.77,50.58,15.49,12.91,433.46,25.25,6.08,6.58,4
Spring_900,81.02,93.75,35.47,21.33,12.28,13.67,92.33,127.06,45.96,78.92,11.98,20.41,170.76,49.63,3.47,7.63,5
Spring_901,120.96,86.68,69.68,28.7,17.47,19.69,122.01,136.82,65.3,59.9,12.6,22.33,487.21,57.99,13.19,6.94,5
Spring_902,87.15,71.05,63.74,24.85,10.36,16.27,90.25,158.75,79.32,67.74,17.87,12.87,460.48,66.7,2.29,8.06,4
Spring_903,83.39,98.23,50.69,28.21,13.58,18.53,88.64,198.47,50.5,61.26,12.83,18.17,422.63,2.45,12.14,5.88,1
Spring_904,80.36,73.2,65.79,29.51,14.4,14.48,109.86,141.31,51.53,62.27,16.76,16.03,238.01,63.1,12.69,7.73,4
Spring_905,76.6,95.04,38.04,29.31,10.47,17.03,120.13,176.58,75.49,55.49,16.61,20.07,286.56,50.49,8.75,5.53,3
Spring_906,85.73,77.25,34.34,21.29,17.58,14.03,95.04,149.58,74.79,74.76,14.14,15.31,344.47,1.7,18.42,8.32,4
Spring_907,107.24,75.78,44.59,24.17,19.9,11.21,112.76,139.49,40.56,51.46,19.9,19.7,160.31,19.83,2.27,5.29,2
Spring_908,76.32,74.17,29.67,29.23,10.8,17.45,89.57,181.15,54.19,59.03,18.76,8.27,278.3,28.83,3.65,7.59,2
Spring_909,118.16,92.33,27.85,21.35,18.6,18.13,89.98,171.76,58.28,75.3,14.83,22.09,397.03,19.26,11.31,8.89,1
Spring_910,89.04,74.79,30.33,26.81,13.78,10.07,78.71,147.66,41.01,60.07,13.45,21.88,342.03,46.37,12.47,7.97,5
Spring_911,117.15,71.06,49.46,23.64,11.12,15.58,121.53,145.44,57.4,78.02,14.01,18.08,299.2,63.7,3.83,7.18,2
Spring_912,94.28,74.58,69.35,27.72,10.73,12.94,108.97,143.54,66.2,50.46,17.43,21.69,491.57,25.76,19.52,6.91,2
Spring_913,93.91,90.9,62.66,25.2,13.34,15.73,93.35,196.26,77.01,74.82,15.09,12.86,412.58,10.97,6.19,6.46,4
Spring_914,119.1,91.81,33.23,26.61,14.17,13.74,113.31,154.94,49.06,65.09,10.13,17.04,149.45,28.29,10.76,5.48,4
Spring_915,105.62,94.6,38.52,28.87,14.45,10.73,94.65,170.84,63.28,67.06,13.44,9.72,116.35,32.98,5.64,8.59,2
Spring_916,107.3,92.95,26.4,29.49,17.69,19.86,124.41,143.99,57.87,50.08,14.85,16.22,324.84,46.8,5.3,6.17,5
Spring_917,111.55,85.9,45.19,24.81,18.06,18.48,85.23,157.02,46.6,68.1,15.69,11.58,378.56,0.09,4.51,6.76,2
Spring_918,117.39,75.54,35.16,21.54,17.37,17.44,87.34,197.78,68.65,78.81,18.21,15.84,192.38,70.33,9.16,8.2,2
Spring_919,122.41,72.07,41.23,29.36,13.17,12.79,100.4,138.12,70.14,59.25,13.34,14.13,410.23,7.63,4.88,8.79,5
Spring_920,102.9,71.62,62.11,20.59,16.99,11.55,109.83,169.17,60.67,68.47,12.12,18.82,463.67,56.14,16.04,7.07,2
Spring_921,108.39,80.77,36.38,25.29,19.34,15.13,93.09,126.96,42.33,79.32,13.77,22.51,345.57,5.37,16.49,6.74,1
Spring_922,119.03,93.37,65.82,27.2,12.13,13.79,90.47,159.91,56.01,61.05,14.3,14.95,494.21,42.04,17.75,8.33,3
Spring_923,95.67,85.42,58.86,22.63,12.61,13.04,80.64,134.96,52.96,52.84,16.1,23.01,451.08,50.37,6.33,5.71,3
Spring_924,78.67,82.69,62.67,27.79,15.58,10.82,98.27,182.8,73.74,63.5,18.88,13.97,128.11,29.21,3.63,5.8,3
Spring_925,75.25,94.31,28.85,25.28,10.12,11.48,124.67,149.98,48.07,61.39,15.65,17.34,156.91,14.95,13.12,6.35,2
Spring_926,116.49,90.61,53.61,22.94,19.64,15.22,120.43,167.71,71.22,52.91,12.9,14.82,481.89,34.88,5.23,8.19,2
Spring_927,103.52,79.85,40.33,26.01,14.78,19.45,87.93,152.48,46.41,66.69,12.54,18.8,418.83,34.09,11.33,7.27,3
Spring_928,120.52,70.61,41.78,20.71,11.62,13.82,87.9,155.36,78.38,65.16,12.39,12.93,167.8,40.44,10.43,8.93,4
Spring_929,93.99,76.66,35.64,20.0,17.33,10.51,76.25,175.06,78.25,63.84,12.79,10.21,254.62,69.78,5.03,5.9,1
Spring_930,110.0,80.98,39.29,25.17,11.05,16.23,119.08,159.37,64.81,74.17,16.6,16.41,250.3,61.31,5.92,5.87,5
Spring_931,77.85,99.48,48.67,29.2,16.38,18.84,77.25,180.46,42.24,55.25,18.95,21.02,314.94,21.87,9.77,7.16,2
Spring_932,115.7,77.19,47.26,25.94,15.39,13.55,102.25,131.06,75.82,52.1,15.42,19.03,429.52,47.66,12.1,8.03,4
Spring_933,85.58,87.57,33.1,22.31,13.63,10.09,76.67,132.05,54.43,74.51,16.61,9.75,454.63,41.53,19.32,8.09,1
Spring_934,75.01,71.4,25.1,25.37,13.83,16.1,119.54,199.32,70.97,60.32,10.78,17.67,396.01,39.58,16.36,5.08,3
Spring_935,113.15,94.8,51.04,29.27,12.55,18.78,118.98,158.43,44.78,54.61,18.42,11.85,351.42,27.86,18.25,8.26,2
Spring_936,100.06,86.1,43.82,26.56,17.71,19.89,110.15,162.36,66.0,71.95,10.46,22.12,417.51,14.79,12.55,5.53,2
Spring_937,108.88,86.16,49.98,27.97,17.46,14.26,109.42,137.19,48.31,72.09,19.25,21.42,151.75,25.14,10.3,8.76,1
Spring_938,98.14,75.77,37.5,27.57,16.78,11.75,124.53,195.08,77.61,74.17,14.4,21.92,112.98,22.24,18.1,7.8,4
Spring_939,105.58,89.2,47.09,25.09,19.36,12.13,81.0,196.75,77.39,66.73,16.38,15.29,371.71,48.71,10.69,6.98,3
Spring_940,96.2,89.66,38.78,21.27,10.46,19.02,78.79,138.31,60.61,62.06,18.65,17.0,254.52,49.0,16.14,7.2,5
Spring_941,122.34,73.75,44.11,26.44,19.94,11.72,121.63,160.54,67.18,69.08,12.6,16.88,355.93,50.23,4.69,5.34,5
Spring_942,124.66,73.24,47.3,26.2,19.71,18.55,106.37,181.05,42.96,52.12,18.68,23.41,473.56,65.59,8.37,5.38,4
Spring_943,110.32,84.95,29.31,23.16,15.81,17.15,101.93,177.3,67.93,67.3,17.38,16.1,218.56,42.0,17.53,8.17,2
Spring_944,97.55,94.03,69.6,25.54,17.38,15.99,103.72,141.76,44.88,68.02,17.26,9.33,363.98,31.04,16.33,8.47,2
Spring_945,107.55,92.29,67.08,23.8,17.27,18.46,117.85,158.78,57.78,69.08,13.41,13.39,335.22,0.8,15.74,5.3,4
Spring_946,117.16,72.51,33.36,25.01,13.94,16.68,112.52,141.89,52.34,59.47,16.28,21.24,313.24,72.61,13.66,5.95,5
Spring_947,84.0,76.48,66.8,24.75,13.42,16.7,124.72,147.39,75.49,60.07,10.65,13.29,339.59,15.35,4.27,8.5,2
Spring_948,90.86,71.6,34.83,29.17,16.4,17.24,105.97,194.45,75.18,66.84,19.88,23.95,333.19,39.36,18.31,6.29,5
Spring_949,95.78,84.44,31.79,20.22,17.23,10.84,102.21,139.54,60.64,51.15,18.09,18.14,417.35,46.55,12.86,7.57,1
Spring_950,99.26,78.54,52.78,29.82,15.01,11.75,117.05,130.1,75.49,77.49,17.14,9.31,450.42,63.83,5.94,6.58,5
Spring_951,124.37,84.58,32.28,29.73,13.9,17.43,101.1,149.46,59.16,55.65,15.04,13.73,276.5,8.58,11.14,6.48,1
Spring_952,121.51,90.68,61.41,28.68,13.0,12.72,99.4,140.55,66.56,59.47,18.4,17.56,267.72,62.74,3.29,6.12,2
Spring_953,91.25,92.47,58.84,24.06,10.93,19.62,82.23,199.65,52.33,67.56,17.59,10.54,404.63,16.67,10.76,6.13,4
Spring_954,106.47,73.97,63.38,21.55,15.07,12.66,91.19,128.83,56.5,71.82,17.24,22.22,278.25,59.64,6.51,6.84,3
Spring_955,102.21,82.9,49.35,20.65,18.61,14.1,116.52,181.03,68.77,68.2,19.39,18.12,363.66,39.22,6.02,5.99,5
Spring_956,82.32,76.74,45.99,28.84,19.93,14.67,92.91,198.49,61.72,52.69,12.46,12.41,214.94,4.51,14.07,5.26,4
Spring_957,76.61,95.75,56.15,23.54,17.95,10.5,100.45,135.14,44.57,63.66,13.27,9.61,360.47,4.16,12.62,8.4,1
Spring_958,110.62,95.08,65.15,24.95,12.07,13.92,91.99,132.02,76.47,58.86,16.64,23.65,466.19,24.94,17.09,7.23,5
Spring_959,123.48,90.13,32.74,22.86,13.89,13.6,75.47,170.34,57.35,69.1,14.04,18.48,312.88,11.04,7.69,8.45,1
Spring_960,80.44,99.49,64.71,28.34,18.15,19.84,83.2,137.27,77.78,54.23,18.82,9.97,269.39,60.21,19.93,5.77,4
Spring_961,107.64,74.44,34.76,21.84,18.89,10.71,123.64,189.92,52.35,62.22,12.42,11.1,111.21,69.44,5.6,8.07,3
Spring_962,93.67,94.25,31.47,28.52,13.41,16.95,102.64,194.12,58.53,72.51,11.12,20.13,111.5,64.9,13.45,8.98,3
Spring_963,111.41,98.58,54.28,27.03,11.02,13.92,113.51,131.25,43.39,79.8,14.15,20.77,306.65,60.91,10.08,8.07,3
Spring_964,122.64,79.55,26.91,24.86,11.96,10.9,88.79,172.37,69.92,54.01,17.9,14.75,463.84,16.67,19.76,8.49,3
