,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_777,96.73,76.73,54.06,22.42,11.18,11.67,106.04,164.4,64.96,52.47,16.06,18.94,335.28,48.97,3.9,5.71,2
Spring_778,98.03,81.28,46.58,22.19,16.57,18.1,87.14,166.77,44.46,66.23,17.65,21.6,383.71,7.36,12.43,6.98,2
Spring_779,93.81,73.7,51.11,20.19,14.95,17.2,89.02,194.96,46.96,50.07,12.37,9.29,342.82,32.42,17.59,5.47,1
Spring_780,118.48,93.75,62.69,20.75,16.74,17.74,90.07,140.85,61.35,71.82,11.19,21.77,234.9,48.11,6.33,8.99,3
Spring_781,106.65,96.61,50.32,22.18,16.55,14.72,92.8,136.02,73.38,59.43,13.98,17.53,478.61,35.07,8.87,5.59,4
Spring_782,83.77,94.25,47.74,29.16,13.14,13.83,104.06,173.55,55.65,68.28,19.28,8.08,347.8,27.87,2.34,5.42,5
Spring_783,81.7,98.73,50.44,24.61,16.35,16.89,112.42,169.81,58.25,53.23,13.22,22.57,156.97,65.03,3.99,7.5,1
Spring_784,87.44,82.65,38.05,25.45,11.47,17.58,95.94,198.16,56.24,64.6,19.05,12.86,402.47,35.13,6.71,8.8,four
Spring_785,95.57,80.12,28.19,27.35,19.67,18.69,105.9,132.33,63.3,69.24,16.1,8.14,333.71,60.47,6.01,6.56,4
Spring_786,106.58,80.34,53.46,29.14,11.88,12.71,106.68,196.14,42.77,74.86,13.35,15.57,157.04,45.18,16.04,5.83,1
Spring_787,83.67,76.49,60.76,22.92,10.5,12.8,92.03,156.29,60.26,65.06,11.08,14.06,211.14,59.19,10.31,6.21,5
Spring_788,111.95,96.03,45.43,23.86,19.14,17.16,112.19,143.97,49.71,64.98,12.65,9.21,152.48,48.71,8.96,6.53,2
Spring_789,84.35,99.09,41.97,28.73,14.93,19.29,113.57,132.45,44.17,61.13,14.68,11.53,422.12,34.9,17.91,5.58,5
Spring_790,82.55,95.76,67.58,26.54,17.93,15.48,89.92,188.59,40.28,69.19,18.88,20.51,337.62,54.98,6.15,8.21,5
Spring_791,103.64,76.2,61.39,20.4,10.86,11.74,122.34,139.41,47.76,73.31,13.65,19.17,424.41,43.6,15.82,6.23,five
Spring_792,105.55,76.31,67.34,27.06,14.05,15.32,77.47,135.09,42.12,78.9,13.54,18.28,297.81,17.06,5.22,6.99,2
Spring_793,121.77,70.78,53.38,25.65,14.52,11.18,106.17,197.62,73.4,76.66,13.26,20.6,142.69,30.21,13.63,7.81,2
Spring_794,96.84,72.75,52.62,22.9,12.53,15.61,81.98,171.25,62.47,79.52,15.46,14.56,142.24,31.35,17.48,8.47,5
Spring_795,96.75,95.32,48.79,20.99,13.28,12.16,109.87,190.76,76.72,69.68,13.77,11.61,487.14,47.76,13.67,8.79,5
Spring_796,89.27,78.81,62.48,20.19,15.79,10.5,77.32,126.45,51.54,76.42,15.68,14.52,307.98,68.16,9.09,5.58,4
Spring_797,99.13,98.62,33.11,24.98,16.8,18.76,95.13,158.83,43.41,77.98,16.14,19.23,465.64,69.85,9.02,5.43,5
Spring_798,79.89,71.05,44.22,29.98,19.4,16.36,112.73,146.52,77.46,59.18,16.55,12.15,390.39,31.08,2.33,8.68,5
Spring_799,76.45,78.21,39.14,24.11,17.25,15.73,81.92,128.8,48.89,56.52,17.75,9.72,189.33,63.18,2.76,5.1,four
Spring_800,105.58,84.37,47.26,29.93,14.01,19.65,84.25,130.19,59.7,54.01,17.85,20.02,215.56,38.89,19.27,7.41,2
Spring_801,113.92,93.14,69.73,23.14,14.73,11.6,120.36,163.55,67.11,54.27,11.05,14.62,281.83,38.04,9.84,7.3,5
Spring_802,112.79,86.68,30.62,23.43,13.0,13.71,90.67,134.4,46.79,54.13,16.98,11.59,119.34,25.18,17.19,7.08,3
Spring_803,92.63,91.72,55.27,29.28,16.29,14.98,115.23,131.71,45.16,55.32,19.05,23.88,203.6,45.75,13.79,8.32,1
Spring_804,75.49,79.59,64.94,22.04,12.94,17.01,97.08,162.15,60.23,62.26,17.89,18.84,213.62,62.46,18.0,7.96,2
Spring_805,106.41,79.82,31.07,26.02,17.86,15.62,101.93,142.55,43.67,61.85,10.75,18.55,168.29,64.02,13.91,6.65,3
Spring_806,81.73,96.67,50.48,26.09,11.64,13.38,89.98,127.45,49.96,78.51,16.13,19.19,483.98,18.68,5.91,7.77,4
Spring_807,89.3,76.3,67.07,21.42,11.98,16.15,105.21,175.53,67.54,56.31,18.6,8.01,172.39,1.35,15.31,6.3,1
Spring_808,113.54,87.04,69.99,20.18,11.43,10.29,95.17,154.12,46.04,72.28,11.3,18.88,153.12,41.33,19.57,8.57,3
Spring_809,98.47,86.17,45.03,20.26,10.11,15.54,108.21,148.8,67.78,66.9,15.71,23.37,386.98,42.58,8.05,6.75,1
Spring_810,81.05,80.65,63.83,23.56,14.53,16.85,96.33,132.48,54.71,71.29,10.1,10.39,346.46,34.24,14.24,8.61,five
Spring_811,121.99,85.52,48.38,22.83,18.56,17.56,90.45,197.46,60.7,59.82,18.06,20.1,281.96,67.58,11.43,7.65,5
Spring_812,93.36,94.77,40.77,28.32,13.79,15.82,123.38,178.9,77.88,69.02,12.85,21.15,330.21,62.03,6.04,8.19,1
Spring_813,112.93,85.15,58.64,29.6,10.78,11.39,82.29,197.2,51.87,61.39,18.18,19.58,457.1,37.76,19.42,7.35,5
Spring_814,109.94,80.94,49.06,21.73,18.0,12.19,106.82,184.33,60.61,57.24,11.64,18.45,378.54,74.25,6.03,8.7,1
Spring_815,104.71,70.35,65.2,22.07,12.59,18.61,113.03,160.81,55.27,76.42,16.7,19.92,408.92,28.09,6.25,5.11,4
Spring_816,96.58,86.84,31.05,23.6,17.91,10.01,102.06,139.49,65.65,54.89,18.21,16.5,209.97,65.36,18.7,8.34,5
Spring_817,98.65,94.88,34.33,23.9,14.62,19.17,87.21,139.41,77.69,51.84,19.04,20.1,426.89,2.52,11.62,6.14,5
Spring_818,115.85,92.65,48.52,22.49,18.31,10.21,105.31,130.49,68.01,76.55,18.05,13.15,402.72,7.4,3.14,8.42,4
Spring_819,82.36,98.51,67.06,22.01,11.33,12.41,95.4,138.08,65.85,61.12,18.91,9.36,414.75,12.71,19.4,8.33,1
Spring_820,95.37,70.78,46.09,22.26,17.09,10.68,101.64,154.4,46.53,61.63,18.28,15.75,498.75,14.87,2.98,7.74,5
Spring_821,90.28,97.57,34.16,29.07,10.69,10.31,120.54,126.04,47.11,61.11,10.16,22.62,257.91,24.14,8.95,7.54,5
Spring_822,85.49,77.86,43.32,26.33,16.6,10.82,117.84,144.96,55.02,65.1,17.9,10.05,415.84,12.69,9.9,7.37,4
Spring_823,75.95,88.83,32.92,28.31,13.59,17.92,114.68,155.57,77.25,70.59,11.78,14.51,451.87,70.56,13.05,8.81,one
Spring_824,96.93,96.08,41.43,23.51,17.99,11.53,108.94,140.84,72.41,73.06,14.04,17.96,152.28,65.92,19.9,7.91,3
Spring_825,83.74,72.69,40.8,23.61,17.99,12.18,103.25,155.64,40.08,53.86,13.27,17.33,183.93,59.72,11.04,5.76,1
Spring_826,95.32,98.4,50.47,24.77,11.74,19.09,76.34,160.76,73.83,63.31,19.4,13.07,387.11,34.61,5.12,5.65,3
Spring_827,118.16,98.24,69.23,29.62,14.46,10.74,111.83,188.27,67.63,53.33,17.39,10.61,312.48,24.49,4.64,6.36,3
Spring_828,111.12,96.11,59.31,22.77,13.28,14.03,99.89,149.76,72.16,66.86,12.44,17.54,308.16,11.83,8.69,5.76,4
Spring_829,102.79,98.91,64.19,22.73,11.34,19.93,104.43,153.36,56.06,52.45,13.83,19.57,107.71,2.25,6.06,5.93,4
Spring_830,83.47,77.57,44.75,21.29,18.9,19.22,97.16,126.03,55.73,78.55,11.1,19.92,444.4,64.12,11.4,7.94,1
Spring_831,100.44,82.94,63.08,23.61,14.48,19.92,87.7,196.43,53.49,62.71,15.52,15.69,272.86,51.81,9.87,8.33,1
Spring_832,77.23,90.93,35.82,26.18,16.65,12.1,88.04,138.28,40.96,61.62,10.43,21.77,164.43,23.12,17.84,6.3,2
Spring_833,99.82,76.77,38.73,20.17,19.28,18.55,87.95,191.43,67.8,50.92,18.72,21.71,152.06,18.87,15.86,6.47,4
Spring_834,75.36,82.06,58.99,29.89,19.48,14.85,77.69,157.82,43.96,59.82,15.66,18.09,215.16,21.05,14.92,7.94,5
Spring_835,104.43,93.65,68.4,23.41,16.7,18.52,85.82,188.72,75.0,57.79,19.18,11.93,224.54,38.46,3.94,5.35,5
Spring_836,78.08,79.01,44.74,26.0,17.36,12.72,114.58,144.14,40.95,64.64,19.25,18.41,416.7,71.71,16.0,7.08,3
Spring_837,118.63,99.75,44.08,23.68,12.27,12.04,86.42,147.48,59.72,53.82,10.3,16.06,392.53,18.94,16.65,6.59,2
Spring_838,110.24,70.09,32.62,26.26,17.21,16.17,85.85,135.64,48.12,56.18,17.8,8.78,187.22,33.43,9.8,7.11,2
Spring_839,78.23,97.97,42.37,22.08,18.79,12.67,93.88,153.5,49.91,66.13,12.62,10.85,400.71,13.8,14.32,8.49,4
Spring_840,75.61,84.93,68.33,26.59,10.55,15.08,88.23,139.86,79.67,64.04,12.75,12.64,229.55,35.99,10.75,7.66,4
Spring_841,108.1,89.04,68.94,24.42,17.69,12.17,117.01,163.02,73.73,75.25,19.92,13.09,249.31,24.33,12.03,7.18,4
Spring_842,119.94,76.62,62.3,24.96,13.59,17.95,84.33,129.38,49.64,54.82,13.09,15.92,164.19,21.39,17.37,8.02,1
Spring_843,122.63,98.19,43.83,25.82,16.47,12.19,77.43,198.29,72.24,63.17,10.71,19.74,471.56,35.76,6.59,7.21,5
Spring_844,95.8,76.69,31.21,20.44,12.72,16.67,120.14,186.94,50.81,57.2,11.22,10.69,304.83,26.27,13.05,5.3,5
Spring_845,120.26,87.67,37.46,27.96,14.37,19.26,108.67,195.89,79.91,57.35,16.83,21.56,290.4,56.53,7.22,7.34,2
Spring_846,104.42,96.79,47.59,25.15,12.81,14.88,75.54,176.95,44.48,76.13,15.29,19.21,176.62,23.24,3.72,7.66,2
Spring_847,86.84,71.0,46.87,27.14,15.15,11.3,80.84,150.67,60.76,58.55,13.74,19.26,469.8,50.48,13.27,8.92,one
Spring_848,101.22,99.05,51.63,23.77,17.07,13.8,107.01,180.47,75.39,70.24,12.46,23.38,348.75,61.28,15.46,5.21,3
Spring_849,90.04,74.19,36.72,22.36,10.76,14.42,79.42,179.67,45.86,68.2,14.42,8.33,150.07,10.42,16.23,6.16,4
Spring_850,75.01,76.35,68.98,24.1,12.84,14.26,77.22,136.94,66.66,69.52,18.35,17.42,497.37,42.7,7.3,6.35,4
Spring_851,96.38,71.84,28.95,20.75,14.51,12.56,76.18,170.29,41.48,74.19,14.25,12.66,212.22,28.53,2.83,6.02,4
Spring_852,104.15,71.82,54.01,24.59,11.97,19.02,95.17,184.92,65.94,51.9,16.58,11.56,425.18,22.52,10.09,5.36,5
Spring_853,88.42,95.08,65.23,22.97,12.09,16.61,122.14,150.97,55.92,57.36,16.91,12.58,158.65,30.01,16.73,8.82,two
Spring_854,102.31,90.65,61.6,20.64,10.22,17.71,89.38,184.89,53.38,78.29,18.73,13.43,148.28,13.36,8.41,6.02,1
Spring_855,92.78,86.33,67.5,23.48,12.8,12.75,96.08,165.49,47.91,69.93,16.25,15.72,343.16,35.29,4.73,5.18,3
Spring_856,92.92,71.97,31.53,27.65,18.86,16.72,105.25,150.29,78.46,74.0,19.32,22.06,329.67,61.72,6.26,8.79,4
Spring_857,90.64,80.93,35.92,27.94,13.02,14.24,104.42,146.86,55.1,53.51,15.57,18.92,348.47,6.53,7.77,5.03,1
Spring_858,77.33,88.79,64.91,22.79,12.98,18.41,95.29,166.54,58.22,76.56,10.49,15.36,358.5,62.28,5.01,8.41,2
Spring_859,91.83,77.32,65.23,21.82,19.99,17.02,103.55,176.56,44.53,58.45,10.44,10.36,401.38,39.89,4.66,7.95,4
Spring_860,117.81,99.96,50.91,22.72,12.47,13.03,112.72,168.06,72.02,72.45,11.36,8.49,293.36,55.54,14.83,6.16,4
Spring_861,96.43,92.98,31.2,21.83,10.69,10.02,92.15,183.58,72.09,75.32,13.93,10.88,243.98,27.92,13.87,6.99,2
Spring_862,80.16,70.74,31.71,20.81,14.01,19.78,113.53,194.1,44.39,75.74,11.39,15.69,262.24,36.9,14.34,5.41,3
Spring_863,124.75,98.29,68.07,26.76,10.23,18.13,108.42,193.94,71.51,74.82,11.93,22.73,447.04,21.0,6.16,8.9,4
Spring_864,90.98,90.4,50.2,21.9,16.3,15.96,112.69,172.52,44.81,75.61,16.6,8.98,312.14,68.52,19.19,6.29,5
Spring_865,115.54,91.57,57.38,20.92,12.06,15.07,101.29,176.0,78.73,75.9,18.68,21.07,397.63,41.53,13.3,8.93,2
Spring_866,97.48,87.52,36.92,21.2,13.29,13.07,116.16,177.15,73.58,70.43,17.07,9.28,110.73,18.53,18.29,7.06,4
Spring_867,99.24,96.25,40.3,23.05,13.69,15.27,87.81,160.11,67.6,78.78,13.79,16.76,103.55,3.67,4.09,5.64,5
Spring_868,87.15,72.09,36.41,24.83,18.88,14.63,82.75,133.76,61.58,66.62,11.43,13.19,188.39,15.31,14.59,6.46,1
Spring_869,91.83,78.92,40.21,23.22,15.84,19.42,98.7,153.69,59.31,74.63,19.58,8.61,451.75,6.0,10.14,6.36,1
Spring_870,94.14,98.07,61.14,20.45,14.41,19.54,122.15,141.71,67.54,74.18,14.48,19.26,402.91,67.31,2.98,6.79,2
Spring_871,114.29,85.18,39.8,29.22,16.47,15.75,93.48,191.61,78.4,52.65,11.07,20.2,170.35,55.84,15.32,8.7,three
Spring_872,97.14,97.1,50.39,23.24,13.84,14.41,120.09,182.86,52.33,57.32,12.2,9.27,275.36,42.93,12.91,7.56,4
Spring_873,113.79,78.71,34.58,26.0,19.93,11.0,104.6,147.24,41.3,64.76,11.47,8.46,194.96,45.94,11.52,7.03,4
Spring_874,82.77,98.87,68.73,21.07,16.11,13.95,77.16,159.48,40.08,63.71,10.12,12.15,260.33,53.23,16.43,8.06,1
Spring_875,78.52,88.57,46.98,29.57,16.83,19.64,79.52,163.02,76.95,57.5,11.79,18.72,261.24,45.59,2.57,5.14,2
Spring_876,78.15,85.0,59.66,24.83,14.58,19.28,82.99,127.58,72.34,76.31,18.97,13.04,187.49,67.21,19.46,7.65,3
Spring_877,118.66,87.75,38.74,20.66,12.66,19.88,103.19,131.06,80.0,62.8,14.29,18.72,272.04,12.0,10.66,6.82,5
Spring_878,122.75,89.31,56.76,26.93,18.66,13.32,77.16,179.85,58.24,71.47,15.94,11.89,109.73,18.95,4.99,8.85,4
Spring_879,115.36,78.74,29.09,29.41,10.37,15.62,116.43,181.83,71.78,61.25,15.45,14.62,487.37,5.53,6.7,6.73,3
Spring_880,76.0,70.45,30.2,27.09,18.54,10.99,76.11,182.36,48.53,58.76,17.2,22.91,499.05,25.9,2.13,6.81,4
Spring_881,97.14,95.8,25.48,26.25,11.78,12.54,123.23,125.62,78.63,61.06,17.33,10.81,424.62,59.85,11.53,6.11,2
Spring_882,117.75,87.87,36.99,22.01,15.65,11.55,98.52,132.12,55.44,71.69,13.47,13.36,450.04,69.91,2.22,8.99,4
Spring_883,124.39,75.43,48.04,21.54,14.53,14.3,114.45,167.72,69.57,62.41,13.21,12.8,323.71,2.36,13.59,6.78,4
Spring_884,105.51,70.35,34.33,28.69,18.87,13.02,104.56,141.94,61.97,52.8,19.69,21.04,261.84,66.94,19.99,5.91,5
Spring_885,98.49,74.95,47.92,22.68,13.84,11.12,99.93,144.91,64.24,78.46,10.86,11.33,491.3,41.4,19.74,5.93,2
Spring_886,85.75,83.43,38.88,26.79,11.54,16.18,108.51,154.37,70.46,78.89,17.27,17.64,400.96,48.78,14.21,8.15,2
Spring_887,105.15,79.39,49.53,27.02,14.65,15.83,110.93,144.3,76.04,56.71,10.09,14.1,299.93,35.82,18.76,6.23,1
Spring_888,109.68,85.61,54.24,23.72,16.61,14.74,105.31,139.12,42.76,79.04,16.32,14.03,102.84,55.48,16.7,8.83,3
Spring_889,104.75,94.41,54.28,29.2,13.29,19.73,117.13,138.57,66.03,74.18,18.31,10.88,135.31,26.94,16.91,5.41,2
Spring_890,86.14,98.79,55.91,26.08,15.77,14.96,105.42,163.32,54.24,68.5,12.75,17.86,325.94,6.65,9.39,7.52,3
Spring_891,116.66,90.37,47.88,23.3,18.57,11.01,120.21,155.37,49.89,61.65,19.86,15.74,486.08,17.42,8.8,5.97,four
Spring_892,103.36,79.82,49.48,28.27,11.87,12.06,82.75,168.6,72.8,67.74,11.79,19.86,160.74,67.65,5.93,8.5,4
Spring_893,98.35,78.95,40.12,24.66,19.95,14.27,111.95,125.8,63.14,75.05,19.07,15.77,420.93,42.82,14.29,8.73,3
Spring_894,75.08,98.04,33.18,26.36,10.41,11.64,82.02,136.14,44.11,50.48,14.21,22.6,382.58,29.0,7.43,5.46,five
Spring_895,96.42,71.16,31.75,20.62,15.85,16.9,105.75,163.22,62.29,70.3,10.76,21.53,197.38,62.53,13.68,8.43,3
Spring_896,75.81,73.69,26.87,23.19,12.87,13.99,103.0,175.36,41.51,77.12,18.03,12.65,177.69,20.98,19.38,5.54,4
Spring_897,122.16,93.33,62.16,23.96,11.32,16.55,94.39,197.31,40.77,68.19,16.13,23.02,310.45,1.37,11.46,6.83,1
Spring_898,78.68,73.15,56.87,27.78,12.74,13.54,112.24,144.98,55.7,71.93,13.6,19.48,389.33,10.99,17.47,5.96,2
Spring_899,121.86,96.03,49.45,27.26,17.77,12.21,88.51,158.85,45.04,64.63,14.25,13.14,406.64,1.54,12.87,6.04,3
Spring_900,119.85,81.64,48.55,24.76,16.26,16.86,81.95,165.79,48.3,58.16,11.42,12.6,394.52,73.54,8.19,8.76,1
Spring_901,78.63,70.83,53.19,26.45,15.93,16.28,80.01,175.0,60.5,51.64,15.46,16.55,411.79,51.36,2.7,8.12,2
Spring_902,107.91,95.94,49.67,25.6,17.52,14.42,88.5,125.77,61.6,62.71,12.34,13.61,461.26,62.08,2.85,8.5,1
Spring_903,118.71,99.9,60.7,25.44,16.75,14.39,92.51,192.75,76.05,66.94,16.96,13.99,322.27,23.1,18.99,7.67,3
Spring_904,120.09,88.05,53.71,21.82,19.44,12.26,107.56,197.63,42.39,77.43,10.81,22.73,219.44,69.74,12.48,6.66,4
Spring_905,100.13,91.63,50.31,20.82,16.63,12.69,119.07,196.24,59.53,63.66,12.23,23.36,191.04,21.91,11.35,7.06,2
Spring_906,88.0,70.43,35.28,28.67,12.79,13.77,88.08,189.06,56.15,56.99,18.04,13.65,415.92,23.37,18.8,6.77,4
Spring_907,97.17,92.37,34.02,20.28,14.65,18.43,98.4,186.36,68.57,68.01,17.13,14.19,413.56,2.23,8.13,6.09,4
Spring_908,82.38,76.45,35.91,24.04,13.3,11.72,101.86,160.07,76.86,56.6,11.13,20.45,339.04,40.22,7.26,7.61,3
Spring_909,94.07,72.67,37.29,26.01,12.2,17.69,82.34,180.21,71.54,52.45,13.01,19.54,273.64,73.63,16.03,5.91,5
Spring_910,95.9,91.97,56.09,25.77,11.68,19.32,111.33,197.96,47.07,64.96,12.43,11.76,267.76,19.27,10.92,7.28,3
Spring_911,84.14,85.58,35.39,20.84,11.77,15.54,93.7,198.17,62.16,74.21,18.84,9.65,374.13,65.58,4.14,8.3,4
Spring_912,90.37,91.77,28.11,21.95,10.8,10.36,119.77,187.86,78.62,76.47,18.9,22.08,401.23,16.57,14.4,5.84,3
Spring_913,82.55,97.85,62.95,26.38,16.87,17.12,100.63,130.25,73.18,68.4,15.67,13.27,193.48,32.21,17.47,8.77,5
Spring_914,100.55,75.4,47.91,29.03,19.09,18.2,119.96,140.91,66.05,62.52,12.06,10.65,178.45,34.36,12.86,6.81,3
Spring_915,91.56,94.63,33.21,23.37,17.09,11.6,114.4,149.41,51.67,78.39,17.19,15.36,173.85,3.73,5.31,6.84,3
Spring_916,108.33,77.87,49.71,24.5,16.94,11.34,90.94,136.82,71.55,66.8,10.62,10.71,347.63,29.52,4.27,6.84,4
Spring_917,80.39,84.02,64.81,23.21,19.56,13.24,76.5,146.11,46.54,64.76,18.28,13.28,457.61,6.07,9.23,7.34,two
Spring_918,94.02,86.94,67.78,26.65,15.19,11.06,124.0,144.34,45.96,52.83,12.8,21.02,383.81,31.7,9.18,8.19,5
Spring_919,101.01,85.11,33.29,28.06,12.38,15.76,115.5,132.92,73.56,72.99,16.05,20.94,183.28,35.3,4.55,5.91,3
Spring_920,123.89,71.25,41.01,29.29,13.76,18.2,88.35,129.68,76.01,63.1,19.59,15.52,210.01,37.63,8.49,8.75,2
Spring_921,105.83,75.63,69.24,24.9,19.63,13.67,124.46,140.16,53.94,65.85,11.87,11.01,149.59,51.92,4.44,8.6,2
Spring_922,117.49,76.76,35.47,20.21,11.7,11.17,78.13,178.36,40.31,59.63,10.34,15.42,309.01,36.8,18.28,8.16,4
Spring_923,116.05,78.73,52.32,23.47,11.79,10.93,119.29,186.78,41.63,67.67,19.66,18.44,196.54,35.83,3.08,7.65,2
Spring_924,93.51,77.1,33.33,28.57,14.25,15.66,124.3,167.68,74.27,62.53,17.12,15.07,325.08,56.94,4.0,8.23,4
Spring_925,90.12,86.48,52.26,20.94,14.51,19.57,80.85,149.97,68.43,68.58,16.27,16.17,296.12,71.89,11.15,5.13,4
Spring_926,107.22,98.91,69.83,26.39,10.38,11.11,75.71,149.94,69.87,71.28,11.65,11.34,104.15,17.97,10.31,7.11,4
Spring_927,116.21,89.12,35.99,23.92,15.81,12.92,99.69,165.56,58.51,75.71,10.33,20.36,238.54,58.66,4.4,6.79,3
Spring_928,107.73,89.35,32.51,25.17,10.11,17.92,103.18,140.61,41.84,53.82,11.85,10.85,335.47,4.73,16.5,5.51,3
Spring_929,84.95,74.46,39.81,24.42,10.14,10.19,78.08,173.45,52.04,57.34,10.61,17.89,158.47,22.61,9.69,5.81,4
Spring_930,116.24,70.71,42.3,20.93,17.34,19.38,99.02,141.14,77.58,78.38,17.55,16.44,314.83,3.24,6.12,6.62,2
Spring_931,116.39,84.18,56.6,28.97,11.71,16.8,101.99,133.28,41.85,77.6,14.33,20.18,365.08,13.23,2.7,8.34,4
Spring_932,106.18,93.85,45.43,28.07,13.92,11.19,103.47,158.2,41.76,58.34,15.72,8.89,235.08,48.22,6.3,5.52,2
Spring_933,116.75,87.05,44.96,27.0,15.22,19.16,77.76,126.27,65.09,72.14,17.22,11.38,258.03,5.71,10.92,5.71,1
Spring_934,118.27,92.45,62.56,22.83,14.41,12.16,121.4,185.2,47.03,59.83,14.35,14.62,164.45,2.29,15.56,5.44,4
Spring_935,107.75,84.98,38.61,25.45,12.19,11.91,119.36,130.85,44.98,53.7,14.92,22.3,412.88,68.05,2.14,7.36,3
Spring_936,87.76,74.64,37.22,25.25,11.22,14.71,104.4,140.93,77.28,78.65,20.0,15.43,470.55,52.44,13.08,7.42,2
Spring_937,104.65,86.64,55.79,24.73,11.98,16.95,108.03,179.47,67.85,69.02,16.88,9.58,186.76,21.12,11.18,7.55,3
Spring_938,77.38,81.02,56.25,26.95,17.01,15.06,97.54,178.04,55.58,56.88,18.57,21.78,322.79,0.86,17.65,6.98,2
Spring_939,115.66,87.3,61.13,23.61,17.56,14.02,93.55,155.92,40.65,64.21,10.51,18.13,487.99,26.25,10.83,7.08,3
Spring_940,110.11,89.78,62.11,21.26,17.58,16.6,121.86,156.06,55.94,60.14,12.35,18.01,243.0,15.24,14.53,7.1,4
Spring_941,102.61,77.18,33.32,25.82,16.34,14.56,106.33,169.42,45.06,58.59,16.71,23.14,287.68,35.6,10.15,5.77,1
Spring_942,114.41,82.25,29.9,27.48,14.39,18.57,87.69,164.28,68.43,68.82,17.08,11.49,185.86,66.92,19.33,8.41,3
Spring_943,122.56,96.3,40.37,26.22,12.3,19.61,90.98,188.32,75.31,58.76,13.5,8.54,144.79,28.83,10.3,7.25,5
Spring_944,123.1,79.98,61.12,24.93,14.77,11.68,88.13,158.29,79.55,76.45,11.8,21.45,162.76,49.73,9.11,5.49,3
Spring_945,105.57,77.64,32.16,23.4,16.09,13.77,91.94,195.23,49.34,55.1,10.47,23.94,235.44,12.71,16.84,8.04,5
Spring_946,102.36,70.07,67.75,26.89,11.08,13.14,102.99,176.08,79.17,73.23,14.0,16.59,278.84,46.02,13.69,8.26,3
Spring_947,82.4,83.03,32.48,25.35,16.41,16.93,117.95,148.67,70.75,74.85,13.44,16.87,367.95,27.32,7.6,5.65,2
Spring_948,86.27,82.62,29.92,24.99,19.66,16.33,84.13,131.3,42.4,52.08,15.25,14.44,326.05,50.85,14.12,7.25,1
Spring_949,92.56,80.68,43.47,25.72,17.15,14.03,94.29,163.49,68.28,74.13,10.51,11.02,449.45,20.47,7.4,5.53,3
Spring_950,120.64,79.82,58.02,21.0,12.01,16.51,83.03,174.89,58.05,56.72,11.72,23.09,467.97,41.15,16.29,8.61,5
Spring_951,121.12,92.39,48.53,27.14,17.49,11.37,94.61,135.95,72.12,78.14,11.93,19.52,349.22,48.6,2.12,5.01,4
Spring_952,76.28,71.51,52.87,21.92,18.7,19.09,118.7,137.61,56.61,54.05,15.64,18.47,117.48,58.37,15.33,7.03,1
Spring_953,79.79,77.5,36.51,20.03,16.86,14.86,117.23,180.12,46.93,55.89,18.86,10.13,341.59,18.0,9.17,7.01,three
Spring_954,100.42,93.07,34.53,27.0,15.31,15.16,79.13,142.27,78.03,75.96,19.23,17.75,244.58,52.6,4.89,5.75,5
Spring_955,101.23,99.55,52.79,26.65,14.77,16.63,99.26,155.33,71.66,66.4,19.12,22.95,212.78,31.03,4.62,5.01,5
Spring_956,87.93,78.89,40.81,20.72,15.58,19.39,78.98,187.63,49.87,58.94,19.17,21.67,325.12,49.73,2.23,8.27,2
Spring_957,118.98,85.97,34.0,28.61,17.71,18.42,86.46,191.9,56.46,55.53,18.44,12.56,357.39,1.07,2.82,7.5,5
Spring_958,77.93,76.13,34.2,29.52,16.21,11.59,108.51,168.87,77.24,65.75,14.47,16.0,462.71,64.84,13.88,5.13,5
Spring_959,84.08,76.96,30.83,27.32,16.03,11.83,104.99,195.96,75.89,70.36,14.21,13.71,238.63,15.03,9.68,6.71,4
Spring_960,78.78,86.14,35.28,20.2,16.42,17.67,122.71,171.59,56.63,53.33,15.2,23.14,180.32,65.85,15.49,8.55,3
Spring_961,111.59,94.89,54.54,20.9,10.94,19.3,86.63,149.88,66.4,73.93,11.09,14.83,213.0,29.77,7.02,5.51,4
Spring_962,89.37,88.24,47.72,29.56,18.86,13.35,120.1,179.29,70.76,56.22,10.03,19.73,180.41,43.44,9.89,7.97,4
Spring_963,102.25,99.49,40.97,23.13,18.1,18.92,96.49,156.89,76.15,58.3,12.25,17.3,400.02,26.68,9.86,6.89,3
Spring_964,78.77,76.44,53.61,20.54,14.31,15.25,119.26,146.74,78.05,56.3,19.96,8.78,479.49,29.78,11.06,5.29,5
Spring_965,104.0,76.34,34.49,26.04,12.02,15.59,102.43,144.06,70.91,64.99,15.86,22.41,174.38,1.93,13.63,8.21,5
Spring_966,106.97,84.56,26.74,28.98,19.59,16.35,94.06,135.33,67.86,65.91,12.6,19.26,405.7,35.77,16.72,6.92,1
Spring_967,92.29,81.28,40.57,25.84,17.24,13.98,120.87,138.33,74.11,68.29,10.44,10.95,234.05,17.36,6.61,6.54,2
Spring_968,113.88,86.86,60.97,23.96,17.6,17.47,84.28,140.37,47.14,67.45,16.61,15.74,292.89,34.38,7.82,6.47,5
Spring_969,77.5,96.68,53.04,27.79,13.82,11.68,92.03,155.77,79.87,58.03,12.53,11.86,487.68,32.01,15.88,8.69,4
